Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
web iglo,Chrome 123.0.0.0,,,02-04-2024 22:28:23,02-04-2024 22:28:32,9.087s,PASSED
,,,,,,,
Test Cases/Web Iglo,Chrome 123.0.0.0,,,02-04-2024 22:28:24,02-04-2024 22:28:32,8.852s,PASSED
"openBrowser("""")",Chrome 123.0.0.0,,,02-04-2024 22:28:24,02-04-2024 22:28:26,2.113s,PASSED
"navigateToUrl(""https://www.indocyber.co.id/"")",Chrome 123.0.0.0,,,02-04-2024 22:28:26,02-04-2024 22:28:27,0.560s,PASSED
"click(findTestObject(""Object Repository/contact_us/Page_Home  Indocyber/a_Contact Us""))",Chrome 123.0.0.0,,,02-04-2024 22:28:27,02-04-2024 22:28:28,1.874s,PASSED
"setText(findTestObject(""Object Repository/contact_us/Page_Contact Us  Indocyber/input_What can we do for you_name""), ""Faraz Septarian"")",Chrome 123.0.0.0,,,02-04-2024 22:28:28,02-04-2024 22:28:31,2.237s,PASSED
"setText(findTestObject(""Object Repository/contact_us/Page_Contact Us  Indocyber/input_What can we do for you_email""), ""faraz.nugroho@indocyber.id"")",Chrome 123.0.0.0,,,02-04-2024 22:28:31,02-04-2024 22:28:31,0.744s,PASSED
"takeScreenshotAsCheckpoint(""1"")",Chrome 123.0.0.0,,,02-04-2024 22:28:31,02-04-2024 22:28:32,0.795s,PASSED
closeBrowser(),Chrome 123.0.0.0,,,02-04-2024 22:28:32,02-04-2024 22:28:32,0.186s,PASSED
