Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
web iglo,Chrome 123.0.0.0,,,03-04-2024 09:20:31,03-04-2024 09:20:40,8.884s,PASSED
,,,,,,,
Test Cases/Web Iglo,Chrome 123.0.0.0,,,03-04-2024 09:20:31,03-04-2024 09:20:40,8.689s,PASSED
"openBrowser("""")",Chrome 123.0.0.0,,,03-04-2024 09:20:31,03-04-2024 09:20:33,1.946s,PASSED
"navigateToUrl(""https://www.indocyber.co.id/"")",Chrome 123.0.0.0,,,03-04-2024 09:20:33,03-04-2024 09:20:34,0.574s,PASSED
"click(findTestObject(""Object Repository/contact_us/Page_Home  Indocyber/a_Contact Us""))",Chrome 123.0.0.0,,,03-04-2024 09:20:34,03-04-2024 09:20:36,1.886s,PASSED
"setText(findTestObject(""Object Repository/contact_us/Page_Contact Us  Indocyber/input_What can we do for you_name""), ""Faraz Septarian"")",Chrome 123.0.0.0,,,03-04-2024 09:20:36,03-04-2024 09:20:38,2.276s,PASSED
"setText(findTestObject(""Object Repository/contact_us/Page_Contact Us  Indocyber/input_What can we do for you_email""), ""faraz.nugroho@indocyber.id"")",Chrome 123.0.0.0,,,03-04-2024 09:20:38,03-04-2024 09:20:39,0.726s,PASSED
"takeScreenshotAsCheckpoint(""1"")",Chrome 123.0.0.0,,,03-04-2024 09:20:39,03-04-2024 09:20:40,0.759s,PASSED
closeBrowser(),Chrome 123.0.0.0,,,03-04-2024 09:20:40,03-04-2024 09:20:40,0.205s,PASSED
