Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
web iglo,Chrome 123.0.0.0,,,02-04-2024 22:34:01,02-04-2024 22:34:10,9.273s,PASSED
,,,,,,,
Test Cases/Web Iglo,Chrome 123.0.0.0,,,02-04-2024 22:34:01,02-04-2024 22:34:10,9.048s,PASSED
"openBrowser("""")",Chrome 123.0.0.0,,,02-04-2024 22:34:02,02-04-2024 22:34:04,2.086s,PASSED
"navigateToUrl(""https://www.indocyber.co.id/"")",Chrome 123.0.0.0,,,02-04-2024 22:34:04,02-04-2024 22:34:04,0.801s,PASSED
"click(findTestObject(""Object Repository/contact_us/Page_Home  Indocyber/a_Contact Us""))",Chrome 123.0.0.0,,,02-04-2024 22:34:04,02-04-2024 22:34:06,1.920s,PASSED
"setText(findTestObject(""Object Repository/contact_us/Page_Contact Us  Indocyber/input_What can we do for you_name""), ""Faraz Septarian"")",Chrome 123.0.0.0,,,02-04-2024 22:34:06,02-04-2024 22:34:09,2.192s,PASSED
"setText(findTestObject(""Object Repository/contact_us/Page_Contact Us  Indocyber/input_What can we do for you_email""), ""faraz.nugroho@indocyber.id"")",Chrome 123.0.0.0,,,02-04-2024 22:34:09,02-04-2024 22:34:09,0.779s,PASSED
"takeScreenshotAsCheckpoint(""1"")",Chrome 123.0.0.0,,,02-04-2024 22:34:09,02-04-2024 22:34:10,0.752s,PASSED
closeBrowser(),Chrome 123.0.0.0,,,02-04-2024 22:34:10,02-04-2024 22:34:10,0.184s,PASSED
