Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
web iglo,Chrome 123.0.0.0,,,03-04-2024 10:54:09,03-04-2024 10:54:18,9.011s,PASSED
,,,,,,,
Test Cases/Web Iglo,Chrome 123.0.0.0,,,03-04-2024 10:54:09,03-04-2024 10:54:18,8.797s,PASSED
"openBrowser("""")",Chrome 123.0.0.0,,,03-04-2024 10:54:10,03-04-2024 10:54:12,2.301s,PASSED
"navigateToUrl(""https://www.indocyber.co.id/"")",Chrome 123.0.0.0,,,03-04-2024 10:54:12,03-04-2024 10:54:12,0.290s,PASSED
"click(findTestObject(""Object Repository/contact_us/Page_Home  Indocyber/a_Contact Us""))",Chrome 123.0.0.0,,,03-04-2024 10:54:12,03-04-2024 10:54:14,1.919s,PASSED
"setText(findTestObject(""Object Repository/contact_us/Page_Contact Us  Indocyber/input_What can we do for you_name""), ""Faraz Septarian"")",Chrome 123.0.0.0,,,03-04-2024 10:54:14,03-04-2024 10:54:16,2.241s,PASSED
"setText(findTestObject(""Object Repository/contact_us/Page_Contact Us  Indocyber/input_What can we do for you_email""), ""faraz.nugroho@indocyber.id"")",Chrome 123.0.0.0,,,03-04-2024 10:54:16,03-04-2024 10:54:17,0.727s,PASSED
"takeScreenshotAsCheckpoint(""1"")",Chrome 123.0.0.0,,,03-04-2024 10:54:17,03-04-2024 10:54:18,0.743s,PASSED
closeBrowser(),Chrome 123.0.0.0,,,03-04-2024 10:54:18,03-04-2024 10:54:18,0.310s,PASSED
