Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
web iglo,Chrome 123.0.0.0,,,02-04-2024 15:07:41,02-04-2024 15:07:50,9.274s,PASSED
,,,,,,,
Test Cases/Web Iglo,Chrome 123.0.0.0,,,02-04-2024 15:07:41,02-04-2024 15:07:50,9.066s,PASSED
"openBrowser("""")",Chrome 123.0.0.0,,,02-04-2024 15:07:42,02-04-2024 15:07:44,1.882s,PASSED
"navigateToUrl(""https://www.indocyber.co.id/"")",Chrome 123.0.0.0,,,02-04-2024 15:07:44,02-04-2024 15:07:44,0.402s,PASSED
"click(findTestObject(""Object Repository/contact_us/Page_Home  Indocyber/a_Contact Us""))",Chrome 123.0.0.0,,,02-04-2024 15:07:44,02-04-2024 15:07:47,2.768s,PASSED
"setText(findTestObject(""Object Repository/contact_us/Page_Contact Us  Indocyber/input_What can we do for you_name""), ""Faraz Septarian"")",Chrome 123.0.0.0,,,02-04-2024 15:07:47,02-04-2024 15:07:49,1.814s,PASSED
"setText(findTestObject(""Object Repository/contact_us/Page_Contact Us  Indocyber/input_What can we do for you_email""), ""faraz.nugroho@indocyber.id"")",Chrome 123.0.0.0,,,02-04-2024 15:07:49,02-04-2024 15:07:50,0.945s,PASSED
"takeScreenshotAsCheckpoint(""1"")",Chrome 123.0.0.0,,,02-04-2024 15:07:50,02-04-2024 15:07:50,0.721s,PASSED
closeBrowser(),Chrome 123.0.0.0,,,02-04-2024 15:07:50,02-04-2024 15:07:50,0.217s,PASSED
