Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
web iglo,Chrome 123.0.0.0,,,03-04-2024 09:13:42,03-04-2024 09:13:51,8.812s,PASSED
,,,,,,,
Test Cases/Web Iglo,Chrome 123.0.0.0,,,03-04-2024 09:13:42,03-04-2024 09:13:51,8.606s,PASSED
"openBrowser("""")",Chrome 123.0.0.0,,,03-04-2024 09:13:42,03-04-2024 09:13:44,1.964s,PASSED
"navigateToUrl(""https://www.indocyber.co.id/"")",Chrome 123.0.0.0,,,03-04-2024 09:13:44,03-04-2024 09:13:45,0.288s,PASSED
"click(findTestObject(""Object Repository/contact_us/Page_Home  Indocyber/a_Contact Us""))",Chrome 123.0.0.0,,,03-04-2024 09:13:45,03-04-2024 09:13:47,2.330s,PASSED
"setText(findTestObject(""Object Repository/contact_us/Page_Contact Us  Indocyber/input_What can we do for you_name""), ""Faraz Septarian"")",Chrome 123.0.0.0,,,03-04-2024 09:13:47,03-04-2024 09:13:49,1.528s,PASSED
"setText(findTestObject(""Object Repository/contact_us/Page_Contact Us  Indocyber/input_What can we do for you_email""), ""faraz.nugroho@indocyber.id"")",Chrome 123.0.0.0,,,03-04-2024 09:13:49,03-04-2024 09:13:50,1.212s,PASSED
"takeScreenshotAsCheckpoint(""1"")",Chrome 123.0.0.0,,,03-04-2024 09:13:50,03-04-2024 09:13:51,0.752s,PASSED
closeBrowser(),Chrome 123.0.0.0,,,03-04-2024 09:13:51,03-04-2024 09:13:51,0.198s,PASSED
