Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
web iglo,Chrome 123.0.0.0,,,01-04-2024 15:00:47,01-04-2024 15:00:59,12.122s,PASSED
,,,,,,,
Test Cases/Web Iglo,Chrome 123.0.0.0,,,01-04-2024 15:00:47,01-04-2024 15:00:59,11.817s,PASSED
"openBrowser("""")",Chrome 123.0.0.0,,,01-04-2024 15:00:48,01-04-2024 15:00:51,3.101s,PASSED
"navigateToUrl(""https://www.indocyber.co.id/"")",Chrome 123.0.0.0,,,01-04-2024 15:00:51,01-04-2024 15:00:51,0.493s,PASSED
"click(findTestObject(""Object Repository/contact_us/Page_Home  Indocyber/a_Contact Us""))",Chrome 123.0.0.0,,,01-04-2024 15:00:51,01-04-2024 15:00:54,2.819s,PASSED
"setText(findTestObject(""Object Repository/contact_us/Page_Contact Us  Indocyber/input_What can we do for you_name""), ""Faraz Septarian"")",Chrome 123.0.0.0,,,01-04-2024 15:00:54,01-04-2024 15:00:56,2.152s,PASSED
"setText(findTestObject(""Object Repository/contact_us/Page_Contact Us  Indocyber/input_What can we do for you_email""), ""faraz.nugroho@indocyber.id"")",Chrome 123.0.0.0,,,01-04-2024 15:00:56,01-04-2024 15:00:57,0.744s,PASSED
"takeScreenshotAsCheckpoint(""1"")",Chrome 123.0.0.0,,,01-04-2024 15:00:57,01-04-2024 15:00:58,1.439s,PASSED
closeBrowser(),Chrome 123.0.0.0,,,01-04-2024 15:00:58,01-04-2024 15:00:59,0.316s,PASSED
