Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
BC Iglo,Chrome 123.0.0.0,,,02-04-2024 15:35:36,02-04-2024 15:35:48,11.207s,PASSED
,,,,,,,
Test Cases/BC Iglo,Chrome 123.0.0.0,,,02-04-2024 15:35:37,02-04-2024 15:35:48,10.985s,PASSED
"openBrowser("""")",Chrome 123.0.0.0,,,02-04-2024 15:35:37,02-04-2024 15:35:39,2.076s,PASSED
"navigateToUrl(""https://www.indocyber.co.id/"")",Chrome 123.0.0.0,,,02-04-2024 15:35:39,02-04-2024 15:35:39,0.518s,PASSED
"click(findTestObject(""Object Repository/BC Iglo/Page_Home  Indocyber/a_Bootcamp""))",Chrome 123.0.0.0,,,02-04-2024 15:35:39,02-04-2024 15:35:42,2.304s,PASSED
"click(findTestObject(""Object Repository/BC Iglo/Page_Join Bootcamp at Indocyber  Indocyber/button_Apply Now""))",Chrome 123.0.0.0,,,02-04-2024 15:35:42,02-04-2024 15:35:44,2.456s,PASSED
"setText(findTestObject(""Object Repository/BC Iglo/Page_Join Bootcamp at Indocyber  Indocyber/input_JOIN NOW_name""), ""Faraz Septarian Adi Nugroho"")",Chrome 123.0.0.0,,,02-04-2024 15:35:44,02-04-2024 15:35:45,0.878s,PASSED
"setText(findTestObject(""Object Repository/BC Iglo/Page_Join Bootcamp at Indocyber  Indocyber/input_JOIN NOW_email""), ""faraz.spt@indocyber.id"")",Chrome 123.0.0.0,,,02-04-2024 15:35:45,02-04-2024 15:35:46,1.108s,PASSED
"setText(findTestObject(""Object Repository/BC Iglo/Page_Join Bootcamp at Indocyber  Indocyber/input_JOIN NOW_handphone""), ""0812345678"")",Chrome 123.0.0.0,,,02-04-2024 15:35:46,02-04-2024 15:35:47,0.685s,PASSED
"click(findTestObject(""Object Repository/BC Iglo/Page_Join Bootcamp at Indocyber  Indocyber/div_OracleSQL Server.NETJavaMagicJOIN NOWRe_425abe""))",Chrome 123.0.0.0,,,02-04-2024 15:35:47,02-04-2024 15:35:47,0.396s,PASSED
closeBrowser(),Chrome 123.0.0.0,,,02-04-2024 15:35:47,02-04-2024 15:35:48,0.230s,PASSED
