Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
web iglo,Chrome 123.0.0.0,,,03-04-2024 09:22:29,03-04-2024 09:22:38,9.079s,PASSED
,,,,,,,
Test Cases/Web Iglo,Chrome 123.0.0.0,,,03-04-2024 09:22:29,03-04-2024 09:22:38,8.845s,PASSED
"openBrowser("""")",Chrome 123.0.0.0,,,03-04-2024 09:22:29,03-04-2024 09:22:31,2.145s,PASSED
"navigateToUrl(""https://www.indocyber.co.id/"")",Chrome 123.0.0.0,,,03-04-2024 09:22:31,03-04-2024 09:22:32,0.306s,PASSED
"click(findTestObject(""Object Repository/contact_us/Page_Home  Indocyber/a_Contact Us""))",Chrome 123.0.0.0,,,03-04-2024 09:22:32,03-04-2024 09:22:34,1.811s,PASSED
"setText(findTestObject(""Object Repository/contact_us/Page_Contact Us  Indocyber/input_What can we do for you_name""), ""Faraz Septarian"")",Chrome 123.0.0.0,,,03-04-2024 09:22:34,03-04-2024 09:22:36,2.489s,PASSED
"setText(findTestObject(""Object Repository/contact_us/Page_Contact Us  Indocyber/input_What can we do for you_email""), ""faraz.nugroho@indocyber.id"")",Chrome 123.0.0.0,,,03-04-2024 09:22:36,03-04-2024 09:22:37,0.734s,PASSED
"takeScreenshotAsCheckpoint(""1"")",Chrome 123.0.0.0,,,03-04-2024 09:22:37,03-04-2024 09:22:37,0.739s,PASSED
closeBrowser(),Chrome 123.0.0.0,,,03-04-2024 09:22:37,03-04-2024 09:22:38,0.218s,PASSED
