Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
web iglo,Chrome 123.0.0.0,,,03-04-2024 10:57:22,03-04-2024 10:57:30,8.144s,PASSED
,,,,,,,
Test Cases/Web Iglo,Chrome 123.0.0.0,,,03-04-2024 10:57:22,03-04-2024 10:57:30,7.941s,PASSED
"openBrowser("""")",Chrome 123.0.0.0,,,03-04-2024 10:57:23,03-04-2024 10:57:24,1.861s,PASSED
"navigateToUrl(""https://www.indocyber.co.id/"")",Chrome 123.0.0.0,,,03-04-2024 10:57:24,03-04-2024 10:57:25,0.311s,PASSED
"click(findTestObject(""Object Repository/contact_us/Page_Home  Indocyber/a_Contact Us""))",Chrome 123.0.0.0,,,03-04-2024 10:57:25,03-04-2024 10:57:26,1.612s,PASSED
"setText(findTestObject(""Object Repository/contact_us/Page_Contact Us  Indocyber/input_What can we do for you_name""), ""Faraz Septarian"")",Chrome 123.0.0.0,,,03-04-2024 10:57:26,03-04-2024 10:57:29,2.297s,PASSED
"setText(findTestObject(""Object Repository/contact_us/Page_Contact Us  Indocyber/input_What can we do for you_email""), ""faraz.nugroho@indocyber.id"")",Chrome 123.0.0.0,,,03-04-2024 10:57:29,03-04-2024 10:57:29,0.669s,PASSED
"takeScreenshotAsCheckpoint(""1"")",Chrome 123.0.0.0,,,03-04-2024 10:57:29,03-04-2024 10:57:30,0.694s,PASSED
closeBrowser(),Chrome 123.0.0.0,,,03-04-2024 10:57:30,03-04-2024 10:57:30,0.179s,PASSED
