Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
BC Iglo,Chrome 123.0.0.0,,,02-04-2024 15:30:41,02-04-2024 15:30:52,10.776s,PASSED
,,,,,,,
Test Cases/BC Iglo,Chrome 123.0.0.0,,,02-04-2024 15:30:42,02-04-2024 15:30:52,10.547s,PASSED
"openBrowser("""")",Chrome 123.0.0.0,,,02-04-2024 15:30:42,02-04-2024 15:30:44,2.275s,PASSED
"navigateToUrl(""https://www.indocyber.co.id/"")",Chrome 123.0.0.0,,,02-04-2024 15:30:44,02-04-2024 15:30:45,0.363s,PASSED
"click(findTestObject(""Object Repository/BC Iglo/Page_Home  Indocyber/a_Bootcamp""))",Chrome 123.0.0.0,,,02-04-2024 15:30:45,02-04-2024 15:30:48,2.989s,PASSED
"click(findTestObject(""Object Repository/BC Iglo/Page_Join Bootcamp at Indocyber  Indocyber/button_Apply Now""))",Chrome 123.0.0.0,,,02-04-2024 15:30:48,02-04-2024 15:30:49,1.478s,PASSED
"setText(findTestObject(""Object Repository/BC Iglo/Page_Join Bootcamp at Indocyber  Indocyber/input_JOIN NOW_name""), ""Faraz Septarian Adi Nugroho"")",Chrome 123.0.0.0,,,02-04-2024 15:30:49,02-04-2024 15:30:50,1.122s,PASSED
"setText(findTestObject(""Object Repository/BC Iglo/Page_Join Bootcamp at Indocyber  Indocyber/input_JOIN NOW_email""), ""faraz.spt@indocyber.id"")",Chrome 123.0.0.0,,,02-04-2024 15:30:50,02-04-2024 15:30:51,0.697s,PASSED
"setText(findTestObject(""Object Repository/BC Iglo/Page_Join Bootcamp at Indocyber  Indocyber/input_JOIN NOW_handphone""), ""0812345678"")",Chrome 123.0.0.0,,,02-04-2024 15:30:51,02-04-2024 15:30:52,0.691s,PASSED
"click(findTestObject(""Object Repository/BC Iglo/Page_Join Bootcamp at Indocyber  Indocyber/div_OracleSQL Server.NETJavaMagicJOIN NOWRe_425abe""))",Chrome 123.0.0.0,,,02-04-2024 15:30:52,02-04-2024 15:30:52,0.333s,PASSED
closeBrowser(),Chrome 123.0.0.0,,,02-04-2024 15:30:52,02-04-2024 15:30:52,0.208s,PASSED
