Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
web iglo,Chrome 123.0.0.0,,,28-03-2024 16:17:41,28-03-2024 16:17:51,10.461s,PASSED
,,,,,,,
Test Cases/Web Iglo,Chrome 123.0.0.0,,,28-03-2024 16:17:41,28-03-2024 16:17:51,10.217s,PASSED
"openBrowser("""")",Chrome 123.0.0.0,,,28-03-2024 16:17:41,28-03-2024 16:17:44,2.205s,PASSED
"navigateToUrl(""https://www.indocyber.co.id/"")",Chrome 123.0.0.0,,,28-03-2024 16:17:44,28-03-2024 16:17:45,0.990s,PASSED
"click(findTestObject(""Object Repository/contact_us/Page_Home  Indocyber/a_Contact Us""))",Chrome 123.0.0.0,,,28-03-2024 16:17:45,28-03-2024 16:17:47,2.045s,PASSED
"setText(findTestObject(""Object Repository/contact_us/Page_Contact Us  Indocyber/input_What can we do for you_name""), ""Faraz Septarian"")",Chrome 123.0.0.0,,,28-03-2024 16:17:47,28-03-2024 16:17:49,2.638s,PASSED
"setText(findTestObject(""Object Repository/contact_us/Page_Contact Us  Indocyber/input_What can we do for you_email""), ""faraz.nugroho@indocyber.id"")",Chrome 123.0.0.0,,,28-03-2024 16:17:49,28-03-2024 16:17:50,0.798s,PASSED
"takeScreenshotAsCheckpoint(""1"")",Chrome 123.0.0.0,,,28-03-2024 16:17:50,28-03-2024 16:17:51,0.853s,PASSED
closeBrowser(),Chrome 123.0.0.0,,,28-03-2024 16:17:51,28-03-2024 16:17:51,0.330s,PASSED
