Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
web iglo,Chrome 123.0.0.0,,,02-04-2024 15:43:08,02-04-2024 15:43:18,9.610s,PASSED
,,,,,,,
Test Cases/Web Iglo,Chrome 123.0.0.0,,,02-04-2024 15:43:08,02-04-2024 15:43:18,9.391s,PASSED
"openBrowser("""")",Chrome 123.0.0.0,,,02-04-2024 15:43:09,02-04-2024 15:43:11,2.239s,PASSED
"navigateToUrl(""https://www.indocyber.co.id/"")",Chrome 123.0.0.0,,,02-04-2024 15:43:11,02-04-2024 15:43:11,0.387s,PASSED
"click(findTestObject(""Object Repository/contact_us/Page_Home  Indocyber/a_Contact Us""))",Chrome 123.0.0.0,,,02-04-2024 15:43:11,02-04-2024 15:43:13,2.208s,PASSED
"setText(findTestObject(""Object Repository/contact_us/Page_Contact Us  Indocyber/input_What can we do for you_name""), ""Faraz Septarian"")",Chrome 123.0.0.0,,,02-04-2024 15:43:13,02-04-2024 15:43:16,2.188s,PASSED
"setText(findTestObject(""Object Repository/contact_us/Page_Contact Us  Indocyber/input_What can we do for you_email""), ""faraz.nugroho@indocyber.id"")",Chrome 123.0.0.0,,,02-04-2024 15:43:16,02-04-2024 15:43:16,0.825s,PASSED
"takeScreenshotAsCheckpoint(""1"")",Chrome 123.0.0.0,,,02-04-2024 15:43:16,02-04-2024 15:43:17,0.981s,PASSED
closeBrowser(),Chrome 123.0.0.0,,,02-04-2024 15:43:17,02-04-2024 15:43:18,0.223s,PASSED
