Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
web iglo,Chrome 123.0.0.0,,,02-04-2024 22:26:00,02-04-2024 22:26:09,9.229s,PASSED
,,,,,,,
Test Cases/Web Iglo,Chrome 123.0.0.0,,,02-04-2024 22:26:00,02-04-2024 22:26:09,9.005s,PASSED
"openBrowser("""")",Chrome 123.0.0.0,,,02-04-2024 22:26:01,02-04-2024 22:26:03,2.043s,PASSED
"navigateToUrl(""https://www.indocyber.co.id/"")",Chrome 123.0.0.0,,,02-04-2024 22:26:03,02-04-2024 22:26:03,0.583s,PASSED
"click(findTestObject(""Object Repository/contact_us/Page_Home  Indocyber/a_Contact Us""))",Chrome 123.0.0.0,,,02-04-2024 22:26:03,02-04-2024 22:26:05,2.048s,PASSED
"setText(findTestObject(""Object Repository/contact_us/Page_Contact Us  Indocyber/input_What can we do for you_name""), ""Faraz Septarian"")",Chrome 123.0.0.0,,,02-04-2024 22:26:05,02-04-2024 22:26:08,2.226s,PASSED
"setText(findTestObject(""Object Repository/contact_us/Page_Contact Us  Indocyber/input_What can we do for you_email""), ""faraz.nugroho@indocyber.id"")",Chrome 123.0.0.0,,,02-04-2024 22:26:08,02-04-2024 22:26:08,0.732s,PASSED
"takeScreenshotAsCheckpoint(""1"")",Chrome 123.0.0.0,,,02-04-2024 22:26:08,02-04-2024 22:26:09,0.802s,PASSED
closeBrowser(),Chrome 123.0.0.0,,,02-04-2024 22:26:09,02-04-2024 22:26:09,0.208s,PASSED
