Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
web iglo,Chrome 123.0.0.0,,,03-04-2024 09:28:57,03-04-2024 09:29:06,9.034s,PASSED
,,,,,,,
Test Cases/Web Iglo,Chrome 123.0.0.0,,,03-04-2024 09:28:58,03-04-2024 09:29:06,8.822s,PASSED
"openBrowser("""")",Chrome 123.0.0.0,,,03-04-2024 09:28:58,03-04-2024 09:29:00,2.174s,PASSED
"navigateToUrl(""https://www.indocyber.co.id/"")",Chrome 123.0.0.0,,,03-04-2024 09:29:00,03-04-2024 09:29:00,0.436s,PASSED
"click(findTestObject(""Object Repository/contact_us/Page_Home  Indocyber/a_Contact Us""))",Chrome 123.0.0.0,,,03-04-2024 09:29:00,03-04-2024 09:29:02,1.696s,PASSED
"setText(findTestObject(""Object Repository/contact_us/Page_Contact Us  Indocyber/input_What can we do for you_name""), ""Faraz Septarian"")",Chrome 123.0.0.0,,,03-04-2024 09:29:02,03-04-2024 09:29:05,2.449s,PASSED
"setText(findTestObject(""Object Repository/contact_us/Page_Contact Us  Indocyber/input_What can we do for you_email""), ""faraz.nugroho@indocyber.id"")",Chrome 123.0.0.0,,,03-04-2024 09:29:05,03-04-2024 09:29:05,0.750s,PASSED
"takeScreenshotAsCheckpoint(""1"")",Chrome 123.0.0.0,,,03-04-2024 09:29:05,03-04-2024 09:29:06,0.772s,PASSED
closeBrowser(),Chrome 123.0.0.0,,,03-04-2024 09:29:06,03-04-2024 09:29:06,0.210s,PASSED
