Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
web iglo,Chrome 123.0.0.0,,,02-04-2024 22:04:35,02-04-2024 22:04:44,9.209s,PASSED
,,,,,,,
Test Cases/Web Iglo,Chrome 123.0.0.0,,,02-04-2024 22:04:35,02-04-2024 22:04:44,8.976s,PASSED
"openBrowser("""")",Chrome 123.0.0.0,,,02-04-2024 22:04:35,02-04-2024 22:04:37,2.160s,PASSED
"navigateToUrl(""https://www.indocyber.co.id/"")",Chrome 123.0.0.0,,,02-04-2024 22:04:37,02-04-2024 22:04:38,0.532s,PASSED
"click(findTestObject(""Object Repository/contact_us/Page_Home  Indocyber/a_Contact Us""))",Chrome 123.0.0.0,,,02-04-2024 22:04:38,02-04-2024 22:04:40,1.987s,PASSED
"setText(findTestObject(""Object Repository/contact_us/Page_Contact Us  Indocyber/input_What can we do for you_name""), ""Faraz Septarian"")",Chrome 123.0.0.0,,,02-04-2024 22:04:40,02-04-2024 22:04:42,2.173s,PASSED
"setText(findTestObject(""Object Repository/contact_us/Page_Contact Us  Indocyber/input_What can we do for you_email""), ""faraz.nugroho@indocyber.id"")",Chrome 123.0.0.0,,,02-04-2024 22:04:42,02-04-2024 22:04:43,0.745s,PASSED
"takeScreenshotAsCheckpoint(""1"")",Chrome 123.0.0.0,,,02-04-2024 22:04:43,02-04-2024 22:04:44,0.814s,PASSED
closeBrowser(),Chrome 123.0.0.0,,,02-04-2024 22:04:44,02-04-2024 22:04:44,0.225s,PASSED
